retargeter,safety,n_steps,safety_latency_mean_ms,safety_latency_p95_ms,acceptance_rate,dropped_rate,hold_steps,stop_steps,recovering_steps,recovery_time_sec,intervention_pct,mean_intervention_magnitude,solver_failure_count,unsafe_accepted_count,min_hard_clearance_m,min_margin_clearance_m,ee_path_length_m,orientation_alignment_rad,direction_temporal_variation_rad,trajectory,replicate,input_hash
shoulder_relative,reject,80,0.0013089480407043911,0.001466999947297154,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,14,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013767012973545064,0.0015499999790336005,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,15,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013271038759350112,0.0015559999155811965,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,16,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.001351662329445342,0.001538999640615657,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,17,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.001300012969862452,0.001463999979023356,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,18,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013395065547843227,0.0015569999050057959,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,19,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013275584638290344,0.0014990000636316836,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,20,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013411428597748171,0.001484999756939942,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,21,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013274155491388511,0.0014899997040629387,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,22,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0012936883082714646,0.0014560000636265613,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,23,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
